Pos	Smell_Word	Smell_Source	Odour_Carrier	Perceiver	Quality	Effect	Evoked_Odorant	Creator	Circumstances	Location	Time	Emotion	Emotion_Type	Emotion_Sentiment	Emotion_Other	Title	Annotator	Sentence
10-35	odour	a piece of assafcetida	the black wool		strong		of the gum				in twenty-four hours					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
10-47	smell		in the white wool		scarcely perceptible											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I took equal weights of black and white wool, and put them in a small drawer along with a piece of assafcetida; in twenty-four hours the black wool had contracted a strong odour of the gum, while in the white wool, the smell was scarcely perceptible.\r3.
11-6	odours		upon a vegetable substance													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	To try the effect of odours upon a vegetable substance, I took equal quantities of black and white cotton wool, and inclosed them with assafoetida.
12-12	emanations	of camphor								in another drawer	at the same time					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	Two similar quantities were at the same time exposed to the emanations of camphor in another drawer.
13-12	odorous	particles	the black-coloured cotton		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
13-20	smell															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In both the black-coloured cotton had attracted the\rgreatest quantity of odorous particles, as palpably evidenced by the smell.
17-14	odorous	particles	The black		the greatest quantity | odorous				in both experiments							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-20	smell															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-31	smell		the red		intensity											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
17-49	odour		the white		least											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black in both experiments had attracted by far the greatest quantity of odorous particles, as evidenced to smell; the red next followed in point of intensity of smell; and the white, so far as could be judged, had attracted least of the odour.\r5.
19-47	odour		by coloured substances	many of my friends | myself												052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	Circumstances prevented me from resuming these investigations till the summer of 1832, when I repeated the experiments with a greater variety of coloured substances, in wool, cotton, and silk, and satisfied not only myself but many of my friends, that odour was attracted nearly in the same ratio as caloric, by coloured substances.
22-7	odorous	body	six different-coloured wools		odorous											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	They were ranged circularly round the odorous body, without touching it or one another, and were then covered over and excluded from the light.
24-10	smell	of assafoetida	The black | the red | the green | the blue		much the strongest											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
24-34	smell		the yellow | the wrhite		little											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	The black was found to have much the strongest smell of assafoetida; the blue the next; after that the red, and then the green; the yellow had but little smell, and the wrhite scarcely any.\r7.
27-5	smell		as in the wools | Various coloured cottons		of corresponding intensity											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	In all these the smell was invariably found to be of corresponding intensity, according to the colour, as in the wools.\r9.
29-22	odours															052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	I next endeavoured to ascertain the comparative power of vegetable and animal substances, so far as regards their influence over odours.
32-12	smell	with camphor	the black wool | the cotton of similar colour		stronger						After twenty-four hours					052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
32-30	odorous	particles	the white cotton | the white wool													052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
32-39	odour		in both		very feeble											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	After twenty-four hours, the black wool had acquired a stronger smell than the cotton of similar colour; the white wool had also taken up more of the odorous particles than the white cotton, though the odour in both was very feeble.\r11.
33-11	odour	assafoetida			much more distinguishable				When assafoetida was used in a similar experiment							052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
33-25	smell					it could at once be distinguished										052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
33-37	odour		the wool | the cotton		much more											052E James Stark 1833 On the influence of colour on heat and odours.tsv	femke.tsv	When assafoetida was used in a similar experiment, the odour was much more distinguishable, and it could at once be distinguished by smell, that the wool had taken up much more of the odour than the cotton.
